0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0,1,1,12,1,0,0,0,0,0,0,0,0,19.4,198.1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,7,1,0,0,0,0,0,0,1,1,79.3,523.15,1,0,0,0,0,1,0,0,1,0
1,0,0,1,52,1,1,1,1,0,1,1,1,1,85.15,4461.85,0,0,1,0,0,0,1,1,0,0
1,0,1,0,1,1,0,0,0,0,0,1,1,1,90.75,90.75,1,0,0,0,0,1,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,55.0,55,1,0,0,0,0,1,0,1,0,0
1,0,0,0,17,1,0,0,0,0,0,0,0,1,20.5,365.8,0,1,0,0,0,0,1,0,0,1
1,1,1,0,65,1,1,1,1,0,0,1,0,1,92.7,5968.4,0,0,1,0,1,0,0,0,1,0
1,0,1,1,70,1,1,0,0,0,0,0,0,0,25.15,1790.15,0,0,1,0,1,0,0,0,0,1
0,0,1,0,71,0,0,1,1,1,1,0,0,1,47.6,3377.8,0,0,1,1,0,0,0,1,0,0
0,0,0,0,48,1,1,0,0,0,0,0,0,0,25.05,1171.5,0,1,0,0,1,0,0,0,0,1
1,0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,0,0,1,1,0,0,0,0,1,0
1,0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,0,0,1,1,0,0,0,0,1,0
1,0,1,1,47,1,0,1,1,1,0,0,1,1,96.1,4391.45,0,1,0,0,0,1,0,0,1,0
0,0,1,1,3,0,0,0,0,0,1,0,0,1,31.0,95.05,1,0,0,0,0,0,1,1,0,0
1,0,1,1,71,1,0,1,1,1,1,1,1,0,109.3,7782.85,0,0,1,0,1,0,0,0,1,0
1,0,0,0,67,1,0,0,0,0,0,0,0,0,20.5,1430.95,0,0,1,1,0,0,0,0,0,1
0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,1,0,0,0,0,1,0,1,0,0
0,1,0,0,11,1,0,0,0,0,0,1,1,0,89.7,1047.7,1,0,0,1,0,0,0,0,1,0
1,0,0,0,65,1,1,0,0,0,0,0,0,0,24.8,1600.95,0,1,0,0,1,0,0,0,0,1
0,0,0,0,15,1,1,0,0,0,0,0,0,1,49.1,679.55,1,0,0,0,0,1,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1,0,0,0,0,0,1,0,0,1
0,0,1,1,54,1,0,0,0,0,0,0,0,1,20.35,1092.35,0,0,1,1,0,0,0,0,0,1
0,0,0,0,16,0,0,1,0,0,0,1,0,1,38.9,664.4,1,0,0,0,0,1,0,1,0,0
1,0,1,1,72,1,1,1,1,1,0,0,0,0,64.45,4720,0,0,1,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0,0,1,0,1,36.45,36.45,1,0,0,0,0,1,0,1,0,0
0,0,0,0,16,1,1,0,0,1,0,0,1,1,88.45,1422.1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,27,1,0,1,0,1,1,1,0,0,69.35,1927.3,0,1,0,0,1,0,0,1,0,0
0,0,0,0,5,1,0,1,0,1,0,0,0,0,55.8,300.4,1,0,0,0,1,0,0,1,0,0
0,0,1,0,58,1,1,0,1,1,0,0,1,1,94.3,5610.15,0,1,0,0,0,1,0,0,1,0
1,0,0,0,13,1,0,0,0,0,0,0,0,1,19.95,253.8,0,1,0,0,0,1,0,0,0,1
0,0,0,0,33,1,1,1,0,0,1,0,0,0,59.4,1952.8,0,1,0,0,0,1,0,1,0,0
0,0,1,1,38,1,0,0,0,0,0,0,0,0,20.45,781.25,1,0,0,0,0,0,1,0,0,1
1,0,0,0,29,1,0,0,1,0,1,1,0,0,89.65,2623.65,1,0,0,0,0,0,1,0,1,0
1,0,1,1,50,1,1,0,0,0,0,0,0,0,24.95,1261.45,0,0,1,0,0,0,1,0,0,1
1,0,0,0,3,1,0,1,0,0,0,0,1,1,86.05,244.85,1,0,0,0,0,0,1,0,1,0
0,0,1,1,53,1,0,0,0,0,0,0,0,1,19.85,1039.45,0,1,0,1,0,0,0,0,0,1
0,0,0,1,43,1,1,0,0,0,0,0,0,1,25.1,1070.15,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.35,70.35,1,0,0,0,0,1,0,0,1,0
1,0,1,0,58,1,0,0,0,1,0,0,0,0,50.3,2878.55,0,1,0,0,1,0,0,1,0,0
0,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,1,0,0,0,0,1,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,1,1,81.1,81.1,1,0,0,0,0,1,0,0,1,0
1,0,1,1,64,0,0,1,0,1,1,1,1,1,60.05,3845.45,0,0,1,1,0,0,0,1,0,0
0,1,1,0,3,1,0,0,0,0,1,1,0,1,83.9,267.4,1,0,0,0,0,0,1,0,1,0
1,0,1,0,66,1,1,1,0,1,0,1,1,1,106.05,6981.35,0,0,1,0,1,0,0,0,1,0
1,1,1,0,41,1,1,0,0,1,0,1,1,1,99.8,4259.3,1,0,0,0,0,1,0,0,1,0
1,0,0,0,16,1,0,0,0,0,0,0,0,0,20.0,275.7,1,0,0,0,0,0,1,0,0,1
1,1,1,0,20,1,0,0,1,0,0,0,0,1,73.65,1463.5,1,0,0,0,0,1,0,0,1,0
0,0,1,0,3,1,0,0,0,0,0,0,0,0,20.85,72,1,0,0,0,0,0,1,0,0,1
1,1,1,0,59,1,0,1,1,1,0,0,0,1,82.95,4903.15,0,1,0,0,1,0,0,0,1,0
0,1,1,0,29,0,0,1,0,1,0,0,1,1,45.0,1228.65,1,0,0,0,0,1,0,1,0,0
0,0,1,0,9,1,0,0,0,1,0,0,0,1,75.75,655.9,1,0,0,1,0,0,0,0,1,0
0,0,1,1,66,1,1,0,0,0,0,0,0,1,74.25,4859.25,0,1,0,1,0,0,0,0,1,0
0,0,1,0,58,1,1,1,0,0,1,0,0,1,61.05,3478.75,0,1,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,1,0,0,0,0,1,0,0,1,0
1,0,0,0,32,1,0,0,0,0,0,0,0,0,19.8,607.7,0,1,0,0,0,0,1,0,0,1
1,0,0,0,31,1,1,0,1,0,1,1,0,1,71.05,2168.15,1,0,0,0,0,1,0,1,0,0
0,0,0,0,41,1,0,0,0,0,0,0,0,0,20.45,775.6,1,0,0,0,0,1,0,0,0,1
0,0,0,0,54,1,1,0,1,1,1,1,1,0,111.1,6014.85,1,0,0,0,0,1,0,0,1,0
0,0,1,1,17,1,1,0,0,1,1,0,0,1,61.95,1070.7,0,1,0,0,0,0,1,1,0,0
0,1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,1,0,0,0,1,0,0,0,1,0
1,0,0,0,5,1,1,0,1,1,0,0,1,0,96.55,500.1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,2,1,1,0,0,0,0,0,1,0,62.05,118.3,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,1,74.7,74.7,1,0,0,0,0,1,0,0,1,0
0,0,1,1,48,1,1,1,1,0,0,1,1,1,103.25,5037.55,0,1,0,0,1,0,0,0,1,0
0,0,0,0,8,1,0,1,0,0,0,0,0,1,49.85,365.55,1,0,0,0,0,1,0,1,0,0
1,0,0,0,22,0,0,0,0,1,1,1,1,0,56.75,1304.85,0,0,1,1,0,0,0,1,0,0
0,0,1,1,36,1,0,0,0,0,0,0,0,0,19.2,702.9,1,0,0,1,0,0,0,0,0,1
0,0,0,0,4,0,0,1,0,1,0,0,0,0,35.0,135.75,1,0,0,0,0,0,1,1,0,0
0,1,0,0,72,1,1,1,1,1,1,1,1,1,117.35,8436.25,0,0,1,0,1,0,0,0,1,0
0,0,1,1,67,1,1,1,1,0,1,1,0,0,74.0,4868.4,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,1,1,0,0,0,0,1,1,1,94.6,94.6,1,0,0,0,0,1,0,0,1,0
0,0,1,0,12,1,0,0,0,0,0,0,0,1,20.05,264.55,0,0,1,0,0,1,0,0,0,1
1,0,0,1,19,1,0,0,0,0,0,0,0,0,20.85,467.5,0,0,1,0,1,0,0,0,0,1
0,0,1,1,69,1,0,0,0,0,0,0,0,1,20.35,1442.65,0,1,0,0,1,0,0,0,0,1
1,0,0,0,72,1,0,0,0,0,0,0,0,0,19.85,1434.1,0,0,1,1,0,0,0,0,0,1
1,0,0,0,40,1,1,0,0,0,0,0,0,1,24.6,973.95,0,0,1,0,0,0,1,0,0,1
0,1,1,0,36,1,1,0,1,0,0,1,0,1,91.95,3301.05,1,0,0,0,1,0,0,0,1,0
0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.8,1436.95,0,0,1,0,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,20.65,20.65,1,0,0,0,0,0,1,0,0,1
1,1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,1,0,0,0,0,1,0,0,1,0
1,0,0,0,22,1,1,1,0,0,0,1,1,1,100.75,2095,1,0,0,0,0,1,0,0,1,0
0,0,1,0,25,1,0,0,0,0,0,0,0,1,20.2,507.9,0,1,0,1,0,0,0,0,0,1
1,1,1,0,35,1,1,0,0,1,0,1,1,1,100.8,3437.5,1,0,0,0,0,1,0,0,1,0
1,0,0,1,17,1,0,0,1,1,1,1,1,0,80.85,1445.95,0,1,0,0,0,1,0,1,0,0
1,0,0,0,26,1,0,0,0,0,1,0,0,0,49.15,1237.3,1,0,0,1,0,0,0,1,0,0
1,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,0,1,0,1,0,0,0,0,1
1,0,1,1,53,1,1,0,0,1,1,1,1,1,78.75,3942.45,0,1,0,0,0,0,1,1,0,0
0,0,0,0,38,1,0,0,0,0,0,1,1,1,89.1,3342,0,1,0,0,0,0,1,0,1,0
0,0,0,0,35,1,1,1,1,1,1,1,1,1,113.2,3914.05,0,0,1,0,0,0,1,0,1,0
0,0,0,0,57,1,1,1,1,1,0,1,1,1,112.95,6465,0,0,1,1,0,0,0,0,1,0
0,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,1,0,0,0,0,0,1,1,0,0
0,1,1,0,28,1,1,0,0,0,0,0,0,0,25.7,734.6,1,0,0,0,0,0,1,0,0,1
1,0,0,0,24,1,1,0,0,0,1,0,0,0,54.6,1242.25,0,1,0,1,0,0,0,1,0,0
1,1,1,0,51,1,1,1,0,1,0,1,0,1,93.8,4750.95,1,0,0,1,0,0,0,0,1,0
1,0,0,0,7,1,0,0,0,0,0,1,0,0,54.85,370.4,1,0,0,0,0,0,1,1,0,0
1,0,0,0,32,1,0,1,1,1,0,0,1,1,93.4,2979.3,1,0,0,0,1,0,0,0,1,0
0,0,1,0,34,1,1,0,0,1,0,1,1,1,100.45,3414.65,1,0,0,0,0,1,0,0,1,0
1,0,1,1,70,1,0,1,1,1,0,1,1,1,80.15,5600.15,0,0,1,0,1,0,0,1,0,0
0,0,1,0,72,1,1,1,1,1,1,1,1,1,91.15,6637.9,0,0,1,1,0,0,0,1,0,0
1,0,1,0,24,1,1,1,0,0,1,0,0,1,58.35,1346.9,0,1,0,0,0,1,0,1,0,0
0,1,0,0,28,1,1,0,1,1,1,0,0,0,64.45,1867.6,1,0,0,1,0,0,0,1,0,0
1,0,0,0,5,1,1,0,0,0,0,0,0,1,75.9,357.75,1,0,0,1,0,0,0,0,1,0
1,0,1,0,49,1,0,0,1,0,0,1,0,1,85.3,4297.95,1,0,0,0,1,0,0,0,1,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,20.5,38.25,0,1,0,1,0,0,0,0,0,1
0,0,1,0,71,1,1,0,0,0,0,0,0,0,25.0,1753,0,0,1,1,0,0,0,0,0,1
1,1,0,0,12,1,1,0,0,1,0,1,1,1,99.45,1200.15,1,0,0,0,0,1,0,0,1,0
1,0,0,0,35,1,0,0,0,0,0,0,0,0,21.45,705.45,0,0,1,1,0,0,0,0,0,1
1,0,1,1,26,1,0,0,0,0,0,0,0,1,19.15,515.75,0,0,1,0,1,0,0,0,0,1
0,1,0,0,55,1,1,0,0,1,0,1,1,1,100.15,5409.75,0,1,0,0,0,1,0,0,1,0
0,0,0,0,66,1,1,1,1,1,1,1,1,1,90.05,5965.95,0,0,1,0,1,0,0,1,0,0
1,0,1,0,15,1,0,0,0,0,0,0,0,1,68.6,1108.6,1,0,0,1,0,0,0,0,1,0
0,0,0,0,51,1,1,0,1,1,1,1,1,1,111.5,5703.25,0,1,0,0,0,1,0,0,1,0
0,0,0,0,36,1,0,1,1,1,1,1,0,1,76.35,2606.35,0,1,0,0,0,0,1,1,0,0
0,0,1,1,33,1,0,1,1,1,0,0,0,1,58.45,1955.4,0,1,0,0,0,0,1,1,0,0
0,0,0,0,47,1,0,0,0,0,0,0,0,1,20.55,945.7,0,0,1,0,0,0,1,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,0,1,0,0,1,0,0,0,0,1
0,1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,1,0,0,0,0,0,1,0,1,0
0,0,0,0,62,0,0,0,1,1,0,0,1,1,43.6,2748.7,0,0,1,0,1,0,0,1,0,0
1,0,0,0,24,1,0,1,1,0,1,0,0,0,60.45,1440.75,1,0,0,1,0,0,0,1,0,0
0,1,0,0,2,1,1,0,0,0,0,1,0,1,85.55,187.45,1,0,0,0,0,1,0,0,1,0
1,0,0,0,44,1,0,1,1,1,0,1,1,1,106.05,4510.8,0,1,0,0,0,1,0,0,1,0
0,0,0,0,37,1,1,0,0,0,1,1,1,0,100.3,3541.4,1,0,0,0,1,0,0,0,1,0
0,1,0,0,4,1,0,0,0,0,0,0,0,0,20.05,91.45,1,0,0,0,0,0,1,0,0,1
1,0,1,0,53,1,1,0,1,0,1,0,1,0,97.75,5043.2,0,1,0,1,0,0,0,0,1,0
1,0,0,0,9,1,1,0,0,0,0,0,1,0,59.9,542.4,1,0,0,0,0,0,1,1,0,0
1,1,1,0,1,1,1,0,0,0,0,1,0,1,86.05,86.05,1,0,0,0,0,1,0,0,1,0
1,1,1,0,70,1,1,0,1,1,0,1,1,1,104.8,7308.95,0,1,0,0,0,1,0,0,1,0
0,0,0,0,4,1,0,0,0,0,0,0,0,1,46.0,193.6,1,0,0,0,0,0,1,1,0,0
0,0,1,1,8,1,0,0,0,0,0,0,0,1,45.45,411.75,1,0,0,0,0,1,0,1,0,0
1,0,1,1,13,1,0,0,0,0,0,0,0,0,44.8,559.2,1,0,0,1,0,0,0,1,0,0
0,0,0,0,5,1,0,0,0,0,0,0,0,1,44.05,202.15,1,0,0,0,1,0,0,1,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.75,44.2,1,0,0,0,0,0,1,0,0,1
0,0,1,0,21,1,0,1,0,1,1,1,1,0,80.9,1714.95,0,1,0,0,0,0,1,1,0,0
1,0,0,0,23,1,1,0,0,1,1,1,0,1,96.9,2085.45,1,0,0,0,1,0,0,0,1,0
0,0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,1,0,0,0,0,1,0,0,1,0
0,0,0,0,23,1,1,0,0,0,1,1,1,1,73.75,1756.6,0,1,0,0,0,0,1,1,0,0
1,0,0,0,35,1,0,0,0,0,0,0,0,0,20.6,754,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.2,25.2,1,0,0,0,0,1,0,1,0,0
1,0,1,0,60,1,0,1,1,0,1,0,0,1,61.35,3766.2,0,0,1,0,0,0,1,1,0,0
0,1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,1,0,0,1,0,0,0,0,1,0
1,0,1,1,27,1,1,0,0,0,1,1,1,0,71.6,1957.1,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,1,74.3,74.3,1,0,0,0,1,0,0,0,1,0
1,0,0,0,25,1,1,0,0,0,0,1,1,1,94.7,2362.1,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,1,1,1,0,0,56.05, ,0,0,1,0,1,0,0,1,0,0
0,0,1,1,27,1,0,1,0,0,0,0,0,0,74.4,1972.35,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,1,0,1,0,0,0,1,1,1,95.0,95,1,0,0,0,0,1,0,0,1,0
0,0,0,1,13,1,1,1,1,1,1,1,1,0,88.95,1161.75,0,0,1,0,1,0,0,1,0,0
1,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,1,0,0,0,0,0,1,1,0,0
1,0,1,1,70,1,1,1,1,0,0,1,0,1,97.55,6669.05,1,0,0,0,1,0,0,0,1,0
1,0,1,0,35,1,0,1,1,1,0,0,0,0,61.0,2130.45,1,0,0,0,0,0,1,1,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,25.7,25.7,1,0,0,0,0,0,1,1,0,0
1,0,0,0,5,1,0,1,0,1,0,0,0,1,55.8,274.35,1,0,0,0,0,0,1,1,0,0
0,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,527.5,0,1,0,0,1,0,0,0,0,1
1,0,1,1,25,1,0,0,1,1,0,0,0,0,53.65,1355.45,0,1,0,0,0,0,1,1,0,0
0,1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,1,0,0,0,0,1,0,0,1,0
0,1,0,0,2,1,0,0,0,0,0,0,0,1,44.3,89.3,1,0,0,0,0,1,0,1,0,0
1,0,0,1,13,1,0,1,0,0,0,0,0,1,52.1,670.65,1,0,0,0,1,0,0,1,0,0
1,0,1,0,40,0,0,1,1,1,0,0,0,1,42.35,1716.45,0,1,0,0,0,1,0,1,0,0
1,1,1,0,65,1,1,1,0,0,0,1,1,1,100.75,6674.65,0,1,0,0,0,1,0,0,1,0
0,1,1,0,66,1,1,0,1,0,0,1,1,1,100.8,6690.75,1,0,0,0,0,1,0,0,1,0
1,0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,0,0,1,0,0,0,1,0,0,1
1,0,0,0,42,1,1,1,1,1,0,0,1,1,99.0,4298.45,0,1,0,0,0,1,0,0,1,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,19.55,61.05,1,0,0,0,0,1,0,0,0,1
1,0,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4719.75,0,0,1,0,1,0,0,1,0,0
1,0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,0,0,1,0,0,0,1,0,0,1
0,0,1,1,65,1,1,1,1,0,1,1,0,1,99.05,6416.7,0,0,1,0,1,0,0,0,1,0
0,1,1,1,62,1,1,0,1,1,0,0,1,1,96.1,6019.35,1,0,0,0,1,0,0,0,1,0
0,0,0,1,4,1,1,0,1,1,0,0,0,0,84.05,333.55,1,0,0,1,0,0,0,0,1,0
0,0,1,1,52,1,0,0,1,1,1,0,0,0,85.8,4433.3,1,0,0,1,0,0,0,0,1,0
1,0,0,1,49,1,1,0,0,0,0,0,0,0,75.2,3678.3,1,0,0,0,1,0,0,0,1,0
1,0,1,0,56,0,0,0,0,1,1,1,1,1,54.05,2959.8,0,1,0,1,0,0,0,1,0,0
0,0,0,0,39,0,0,0,1,1,1,0,0,0,41.1,1597.05,1,0,0,1,0,0,0,1,0,0
0,0,1,0,52,1,1,0,1,1,0,1,1,1,105.05,5624.85,1,0,0,0,0,1,0,0,1,0
1,0,1,1,72,1,1,0,0,0,0,0,1,1,84.5,6130.85,0,0,1,0,1,0,0,0,1,0
0,0,0,0,29,1,0,0,0,0,0,0,0,0,20.0,599.3,0,1,0,0,0,0,1,0,0,1
1,0,0,0,54,1,0,1,1,0,1,1,0,1,69.9,3883.3,1,0,0,0,0,0,1,1,0,0
1,0,1,1,71,1,1,0,0,0,0,0,0,0,25.35,1847.55,0,0,1,0,1,0,0,0,0,1
0,0,0,0,12,1,1,1,0,0,0,0,0,1,79.8,1001.2,1,0,0,0,0,1,0,0,1,0
0,0,1,1,59,1,0,0,1,0,1,1,1,1,75.95,4542.35,0,0,1,0,1,0,0,1,0,0
0,0,1,1,64,1,1,0,0,0,0,0,0,0,24.9,1595.5,0,1,0,0,0,0,1,0,0,1
1,0,1,0,72,1,1,0,1,1,1,1,1,1,85.45,6227.5,0,0,1,0,1,0,0,1,0,0
0,0,0,0,2,1,0,0,1,0,0,0,0,1,49.6,114.7,1,0,0,0,0,0,1,1,0,0
0,0,0,1,2,1,1,1,0,0,0,0,0,0,80.55,188.1,1,0,0,0,1,0,0,0,1,0
0,0,1,0,72,1,1,0,1,1,1,1,1,1,108.5,8003.8,0,1,0,1,0,0,0,0,1,0
1,1,0,0,36,1,1,1,0,0,0,1,0,1,90.85,3186.7,1,0,0,0,0,1,0,0,1,0
1,0,1,0,18,1,1,0,1,0,0,0,0,0,56.8,1074.65,1,0,0,0,1,0,0,1,0,0
1,0,1,0,67,0,0,1,1,0,1,0,1,1,50.95,3521.7,0,0,1,1,0,0,0,1,0,0
1,0,0,0,7,0,0,0,0,0,0,0,0,1,24.35,150.85,0,1,0,0,1,0,0,1,0,0
1,0,0,0,6,1,0,1,0,0,0,0,1,1,59.15,336.7,1,0,0,1,0,0,0,1,0,0
1,0,0,0,22,1,1,1,0,0,0,1,1,1,101.35,2317.1,1,0,0,1,0,0,0,0,1,0
1,0,1,0,66,1,1,1,1,1,1,1,1,0,115.8,7942.15,0,1,0,1,0,0,0,0,1,0
1,0,1,0,70,1,1,1,1,1,1,1,0,0,79.15,5536.5,0,0,1,0,0,0,1,1,0,0
1,0,0,0,43,1,1,0,1,0,0,0,0,1,77.85,3365.85,1,0,0,0,0,1,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.25,20.25,1,0,0,0,0,0,1,0,0,1
0,0,0,1,3,0,0,0,1,0,0,0,0,0,29.65,90.05,1,0,0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,1,0,94.4,94.4,1,0,0,0,0,1,0,0,1,0
0,1,1,0,48,1,0,0,0,0,0,0,0,1,70.65,3545.05,1,0,0,1,0,0,0,0,1,0
1,0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252,0,1,0,0,1,0,0,0,0,1
1,0,1,1,25,1,0,1,0,0,1,0,0,0,54.3,1296.8,1,0,0,0,0,1,0,1,0,0
1,0,0,0,29,0,0,0,1,0,1,0,0,0,34.3,1004.75,1,0,0,0,0,1,0,1,0,0
1,0,0,0,3,1,0,0,1,0,0,0,1,0,84.3,235.05,1,0,0,0,0,1,0,0,1,0
1,1,0,0,20,1,0,0,0,0,0,0,0,0,71.3,1389.2,1,0,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,49.95,49.95,1,0,0,0,0,1,0,1,0,0
0,0,1,1,72,1,1,1,1,1,1,1,1,0,117.5,8670.1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,49,1,0,0,1,1,0,1,0,1,90.4,4494.65,1,0,0,0,1,0,0,0,1,0
0,0,1,1,45,0,0,0,1,1,1,0,1,0,51.0,2264.5,0,1,0,1,0,0,0,1,0,0
0,0,1,1,11,1,0,1,0,0,0,0,0,0,51.0,581.7,1,0,0,1,0,0,0,1,0,0
1,0,1,1,62,1,0,1,1,1,1,1,1,0,86.1,5215.25,0,0,1,0,0,1,0,1,0,0
0,0,1,1,23,1,0,1,1,0,1,0,0,0,84.4,1936.85,1,0,0,0,0,0,1,0,1,0
1,0,0,0,62,1,1,1,1,1,1,0,0,0,69.4,4237.5,0,0,1,1,0,0,0,1,0,0
1,0,0,0,38,1,0,0,0,0,0,0,0,1,70.45,2597.6,0,1,0,1,0,0,0,0,1,0
1,1,1,0,64,1,0,1,0,1,0,0,0,0,80.3,5017.7,0,1,0,0,1,0,0,0,1,0
1,0,0,0,21,1,0,1,0,1,0,1,0,0,65.35,1424.4,1,0,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,1,0,0,0,0,0,1,0,0,1
0,0,0,0,26,1,0,0,0,0,0,0,0,1,69.05,1815.65,1,0,0,0,1,0,0,0,1,0
1,0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,0,1,0,0,1,0,0,0,1,0
1,0,1,0,16,1,1,0,0,0,0,0,0,1,73.85,1284.2,1,0,0,1,0,0,0,0,1,0
0,0,0,0,25,1,1,1,1,1,1,1,0,1,78.35,1837.9,1,0,0,1,0,0,0,1,0,0
0,0,0,0,60,1,1,0,0,1,0,0,0,1,79.2,4765,0,1,0,1,0,0,0,0,1,0
0,0,1,1,72,0,0,1,1,1,1,1,1,1,63.8,4684.3,0,0,1,1,0,0,0,1,0,0
0,0,0,0,41,1,1,1,0,0,0,0,0,1,81.3,3190.65,1,0,0,0,1,0,0,0,1,0
0,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0,0,1,0,0,0,1,0,0,1
0,0,1,1,7,1,1,0,0,0,0,0,0,0,48.8,349.8,1,0,0,0,0,1,0,1,0,0
0,0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,382.2,1,0,0,0,0,0,1,0,0,1
1,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1,0,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,1,0,0,0,0,1,1,84.6,84.6,1,0,0,0,0,0,1,0,1,0
0,0,0,0,53,1,1,1,1,1,0,0,0,0,90.8,4921.2,1,0,0,0,0,1,0,0,1,0
0,0,0,0,40,1,1,0,0,0,0,0,1,0,83.85,3532.25,1,0,0,1,0,0,0,0,1,0
1,0,0,0,26,1,0,0,0,0,0,0,0,0,45.45,1233.15,1,0,0,0,0,1,0,1,0,0
1,0,1,1,31,1,1,0,0,0,0,0,0,0,25.75,755.6,0,0,1,0,0,0,1,0,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0,1,0,0,0,0,1,0,0,1
0,0,0,1,48,0,0,0,1,1,0,0,1,0,45.55,2108.35,1,0,0,0,1,0,0,1,0,0
1,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,1,0,0,1,0,0,0,0,1,0
0,0,1,1,28,1,0,0,0,0,0,1,1,1,90.1,2598.95,0,1,0,1,0,0,0,0,1,0
1,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,1,0,0,0,1,0,0,1,0,0
1,0,1,0,30,1,0,0,0,0,0,0,0,0,20.7,587.1,0,1,0,0,1,0,0,0,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,19.6,59.75,1,0,0,0,0,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,1,54.75,54.75,1,0,0,0,0,0,1,1,0,0
1,1,1,0,66,1,1,0,1,1,1,1,1,1,107.35,7051.95,0,1,0,1,0,0,0,0,1,0
0,0,1,0,72,1,1,0,1,1,1,1,1,0,109.15,7789.6,0,1,0,0,1,0,0,0,1,0
0,0,1,0,67,1,1,0,1,1,1,1,1,1,109.7,7344.45,0,1,0,0,1,0,0,0,1,0
0,0,1,1,10,1,1,0,1,1,0,1,1,1,102.1,1068.85,1,0,0,0,1,0,0,0,1,0
1,0,1,1,12,1,0,0,0,0,0,0,0,1,21.15,306.05,1,0,0,0,0,1,0,0,0,1
0,0,0,0,35,0,0,0,0,1,1,0,0,1,33.45,1175.85,1,0,0,0,0,0,1,1,0,0
1,0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,1,0,0,0,0,1,0,0,1,0
0,0,0,0,12,1,0,0,0,0,0,0,0,1,45.0,524.35,1,0,0,1,0,0,0,1,0,0
